target,units,valid_pixels_minimum,valid_pixels_maximum,maximum_target_relative_change_percent,sample_rmse,population_scaled_rmse,rmse_difference,sample_r2,population_scaled_r2,r2_difference
canopy_surface_cv,17316,2499,2500,0.020010005202830694,0.08380736155385402,0.08379059836975208,-1.6763184101931117e-05,0.8103276071991315,0.8103276070635619,-1.3556966660388525e-10
canopy_surface_sd_m,17316,2499,2500,0.020010005202830694,0.8714364096269351,0.8712621046801923,-0.00017430494674286479,0.6733137948999356,0.6733137946311607,-2.687748912322263e-10
