scope,fold,target,target_variant,model,rows,rmse,mae,r2,bias,block_spearman
fold,2,ahn4_sigma_z,raw,fused_v1,112,0.8837303487093474,0.680122225810429,0.4442953451564474,-0.05488300251445164,0.2276601085083724
fold,2,ahn4_sigma_z,raw,fused_v2,112,0.8897989678087994,0.6984919576288817,0.43663703860108527,0.0451429958143006,0.3046446703763971
fold,2,ahn4_sigma_z,height_adjusted,tessera_v1,112,0.5759561493535381,0.4122962261997213,-0.025142045340394326,0.22663956881112413,0.5190029858097086
fold,2,ahn4_sigma_z,height_adjusted,tessera_v2,112,0.5236992184811943,0.39474137013756344,0.15244271969771428,0.17853210988874335,0.3823703103091085
fold,2,ahn4_sigma_z,height_adjusted,conventional,112,0.689173954960933,0.5277768026452654,-0.46778660441388364,0.17787176544181799,0.11853545957240266
fold,2,ahn4_sigma_z,height_adjusted,fused_v1,112,0.6272239505812366,0.49857007149528887,-0.21576734491474459,0.15071435147247017,0.3261396961476239
fold,2,ahn4_sigma_z,height_adjusted,fused_v2,112,0.6336192087009672,0.5051794462592313,-0.24068598580515266,0.19209165935256667,0.3789663483812841
fold,3,ahn4_p95_height_m,raw,tessera_v1,113,3.32868357919704,2.631391399880624,0.23906153960036014,1.9754984756996405,0.39558550693004474
fold,3,ahn4_p95_height_m,raw,tessera_v2,113,3.1201194297870884,2.5150507634329347,0.3314299091219399,1.8072337318189409,0.48941940412528645
fold,3,ahn4_p95_height_m,raw,conventional,113,4.722560927591387,3.935894204437147,-0.531650395713535,3.1762628743033123,0.13085234093637457
fold,3,ahn4_p95_height_m,raw,fused_v1,113,3.5337752434800396,2.8843098223458687,0.14240477162267207,2.2031395494061825,0.43920113499945435
fold,3,ahn4_p95_height_m,raw,fused_v2,113,3.3531191304750365,2.8247249044875287,0.22784857895611343,2.069230052610725,0.4289643129979264
fold,3,ahn4_height_sd_m,raw,tessera_v1,113,1.1302631758197053,0.9174630149811173,0.3783609128769171,0.6435423421448712,0.5272454436319982
fold,3,ahn4_height_sd_m,raw,tessera_v2,113,1.1385337828753381,0.9122996697956668,0.36923004253105884,0.6305012931946387,0.5483247844592382
fold,3,ahn4_height_sd_m,raw,conventional,113,1.6662402183155125,1.3861403561856611,-0.3509969946942788,1.1761963010996364,0.2902324566190112
fold,3,ahn4_height_sd_m,raw,fused_v1,113,1.249112369442779,0.9848180367015413,0.24075458984485565,0.8405042266946028,0.6042726181381644
fold,3,ahn4_height_sd_m,raw,fused_v2,113,1.2344409411359147,0.977034388802385,0.258485255467122,0.7978729191404716,0.6746262141220125
fold,3,ahn4_height_sd_m,height_adjusted,tessera_v1,113,0.5333360733983685,0.45269210962658785,0.6487951896466109,0.10004130533866538,0.6204572738186184
fold,3,ahn4_height_sd_m,height_adjusted,tessera_v2,113,0.5171364838835555,0.44447292049268383,0.6698062155724438,0.09473172933801222,0.6502073556695406
fold,3,ahn4_height_sd_m,height_adjusted,conventional,113,0.7501497041107411,0.6339493502226217,0.30520861959722667,0.2899959194037987,0.20417985375968567
fold,3,ahn4_height_sd_m,height_adjusted,fused_v1,113,0.6276753273628565,0.5374039101993942,0.5135607022272621,0.23331046872101507,0.5611044417767107
fold,3,ahn4_height_sd_m,height_adjusted,fused_v2,113,0.6228785975321617,0.5385986304100253,0.5209670861217504,0.19105726306196766,0.6522099748990505
fold,3,ahn4_height_cv,raw,tessera_v1,113,0.0572228976212644,0.041173029439988774,0.658521591074505,-0.0015553207009527524,0.626503328604169
fold,3,ahn4_height_cv,raw,tessera_v2,113,0.0522205706335758,0.03946502313270075,0.7156149352828757,0.00032420042162622847,0.6225908545236276
fold,3,ahn4_height_cv,raw,conventional,113,0.07151142663523988,0.05944779971777107,0.4666964895396961,0.010254503340916552,0.35873076503328605
fold,3,ahn4_height_cv,raw,fused_v1,113,0.06170249813441877,0.04896883650085873,0.6029647621505465,0.006846418842816294,0.6440194259521991
fold,3,ahn4_height_cv,raw,fused_v2,113,0.060787342256501044,0.04934812528873405,0.6146548749096459,0.004143276532217319,0.5960929826476045
fold,3,ahn4_height_cv,height_adjusted,tessera_v1,113,0.05753061676276415,0.04076584961244629,0.6320214344187862,-0.0018836421866073691,0.6826039506711776
