target_site,forest_group,fold,target,reference_pool_rows,eligible_200,budget,replicate,method,reference_rows,reference_blocks,rmse,mae,r2,bias,unit_spearman,block_spearman,centred_rmse,test_rows,test_blocks
drents_friese_wold_and_leggelderveld,conifer,0,ahn4_height_sd_m,1397,True,0,0,source_ridge,0,0,1.1814369637731137,0.8961462962541858,0.0341319447845556,-0.0940064664569229,0.6425867705867706,0.6107503607503608,1.1776909966683609,1000,55
drents_friese_wold_and_leggelderveld,conifer,0,ahn4_height_cv,1397,True,0,0,source_ridge,0,0,0.0873861714159235,0.0682566518868694,0.1109604332027546,-0.0020119003176749,0.521964533964534,0.5595238095238096,0.0873630082577569,1000,55
drents_friese_wold_and_leggelderveld,conifer,0,ahn4_entropy,1397,True,0,0,source_ridge,0,0,0.230977382611685,0.1805279644965789,0.4102480951298409,-0.0260765525882831,0.7825041648516774,0.8112554112554113,0.22950068558341,1000,55
drents_friese_wold_and_leggelderveld,conifer,0,ahn4_pulse_penetration,1397,True,0,0,source_ridge,0,0,0.0477960465754213,0.0358900327718187,0.6150003463829615,0.0021559657308009,0.7188873468873469,0.6535353535353537,0.0477473965783209,1000,55
drents_friese_wold_and_leggelderveld,conifer,0,ahn4_sigma_z,1397,True,0,0,source_ridge,0,0,1.0790112420509756,0.8484453218050625,-0.0893339133375639,-0.2804252300272526,0.6134652134652134,0.6111111111111113,1.0419342353702328,1000,55
drents_friese_wold_and_leggelderveld,conifer,1,ahn4_p95_height_m,1289,True,0,0,source_ridge,0,0,3.457012648270338,2.714069297556021,-0.0864781834479706,-0.734249577953432,0.4764808164808166,0.6512987012987015,3.378137653734125,1000,55
drents_friese_wold_and_leggelderveld,conifer,1,ahn4_height_sd_m,1289,True,0,0,source_ridge,0,0,1.1710267424662246,0.9243442831869648,-0.0158972666299419,-0.1169835117284244,0.4212232812232813,0.6230158730158731,1.1651688673985172,1000,55
drents_friese_wold_and_leggelderveld,conifer,1,ahn4_height_cv,1289,True,0,0,source_ridge,0,0,0.0943188417721901,0.0725185735813444,0.2237323508700776,0.001674582909639,0.4791346551346552,0.6339105339105341,0.0943039749179544,1000,55
drents_friese_wold_and_leggelderveld,conifer,1,ahn4_entropy,1289,True,0,0,source_ridge,0,0,0.2453306218313322,0.1908794741713468,0.3527245545856077,-0.017763655686981,0.7028043308043308,0.7817460317460319,0.2446866701411879,1000,55
drents_friese_wold_and_leggelderveld,conifer,1,ahn4_pulse_penetration,1289,True,0,0,source_ridge,0,0,0.0454644619908018,0.0353214509379149,0.5673798208377362,-0.0030612965921798,0.7228772188772189,0.773737373737374,0.0453612804855393,1000,55
